key,Sentence,checked
410,"ఒక్క ఎమ్మెల్యే సీటు గెలవని రాష్ట్రంలో 4 ఎంపీ సీట్లు గెలవడం అంటే మాటలు కాదు.
",0
411,"చివరకు దేశంలో పవర్ ఫుల్ సీఎం అని అందరూ చెప్పుకునే కేసీఆర్ కూతురినే బీజేపీ ఓడించింది.
",0
412,"దీంతో కేసీఆర్ కలలు అన్నీ కకాకవికలం అయ్యాయి.
",0
413,"లోక్ సభ ఎన్నికలకు ముందు.
",0
414,"మోడీకి నేను అవసరం గాని, నాకు మోడీ అవసరం లేదనే భ్రమల్లో ఉన్నాడు కేసీఆర్.
",0
415,"ఎపుడైతే తిరుగులేని మెజారిటీ బీజేపీకి వచ్చిందో, కూతురు బీజేపీ చేతిలో ఓడిపోయిందో.
",0
416,"అంతే కేసీఆర్ కలలన్నీ పటాపంచలు అయిపోయాయి.
",0
417,"కేంద్రంలో ఫెడరల్ ఫ్రంట్ అని ఎగిరిన కేసీఆర్.
",0
418,"‘‘తెలంగాణ సీఎం సీటు మిగిల్తే చాలురా నాయనా’’ అనే స్థితికి వచ్చేశాడు.
",0
419,"అంటే బీజేపీ ఆపరేషన్ తెలంగాణలో చాలా వేగంగా జరుగుతోంది.
",0
420,"దక్షిణాదిన బలపడాలని చూస్తున్న భారతీయ జనతాపార్టీకి కర్ణాటకలో పెద్ద సంఖ్యలో దక్కినసీట్ల కంటే తెలంగాణలో వచ్చిన నాలుగు సీట్లే ఎక్కువ ఆనందాన్ని ఇచ్చాయి.
",0
421,"అంటే అన్నీ కలిసొస్తే ప్లాన్ వర్కవుటైతే వచ్చే అసెంబ్లీ ఎన్నికల నుంచి అధికారం చేపట్టాలని అమిత్ షా, మోడీ కలలు కంటున్నారు.
",0
422,"అంటే తమ లాభం తీరాక తెలంగాణ దొర తెప్పను బీజేపీ ఏట్లో పడేసింది.
",0
423,"ఇంకా ఇపుడే మొదలైంది.
",0
424,"ముందుంది మొసళ్ల పండగ.
",0
425,"నిజమే ఏపీ అసెంబ్లీకి జరిగిన ఎన్నికల్లో విజయం సాధించిన తర్వాత వైసీపీ అధినేత వైఎస్ జగన్ మోహన్ రెడ్డి తిరుమల చేరుకున్న మరుక్షణమే అక్కడ రచ్చ మొదలైపోయింది.
",0
426,"వంశపారంపర్య అర్చకత్వంపై టీడీపీ సర్కారు తీసుకున్న నిర్ణయంతో ఉన్నపళంగా ప్రధాన అర్చకుడిగా అప్పటిదాకా కొనసాగుతున్నా రమణ దీక్షితులు పదవి ఊడిపోయింది.
",0
427,"అయితే టీడీపీ సర్కారు తీసుకున్న నిర్ణయంతో తీవ్రంగా విభేదించిన దీక్షితులు.
",0
428,"న్యాయ పోరాటం అంటూ మొదలెట్టారు.
",0
429,"ఈ పోరాటంలో భాగంగా ఆయన విపక్ష నేతగా ఉన్న సమయంలోనే జగన్ తో బేటీ అయ్యారు.
",0
430,"దీక్షితులుకు అభయం ఇచ్చిన జగన్.
",0
431,"తాము అధికారంలోకి వస్తే మీకు న్యాయం చేస్తామంటూ హామీ కూడా ఇచ్చిన విషయం తెలిసిందే కదా.
",0
432,"ఈ క్రమంలో మంగళవారం సాయంత్రానికే తిరుమల చేరుకున్న జగన్ ను దీక్షితులు కలిశారు.
",0
433,"తన విషయం గురించి ప్రస్తావించారు.
",0
434,"ఈ సందర్భంగా జగన్ ఆసక్తికర వ్యాఖ్యలు చేశారని సమాచారం.
",0
435,"రేపు ఉదయం తనతో పాటు ఆలయంలోకి రావాలని దీక్షితులును కోరారట.
",0
436,"అయితే తనకు ఆలయంలోకి ఎంట్రీ లేదు కదా అని దీక్షితులు చెప్పినా.
",0
437,"నేనున్నాను, నాతో పాటు రండి ఎవరు అడ్డుకుంటారో చూస్తానంటూ జగన్ వ్యాఖ్యానించారట.
",0
438,"అంటే ఉదయం ఆలయంలోకి జగన్ వెళితే.
",0
439,"ఆయనతో కలిసి దీక్షితులు కూడా ఆలయంలోకి వెళ్లడం ఖాయంగానే కనిపిస్తోంది.
",0
440,"మరి ఇదే జరిగితే ప్రశాంతంగా కొండపై మరోమారు రచ్చ చోటుచేసుకున్నట్టే కదా.
",0
441,"ఇదిలా ఉంటే.
",0
442,"టీటీడీ పాలక మండలి సమావేశాన్ని నిర్వహించేందుకు యత్నించిన చైర్మన్ పుట్టా సుధాకర్ యాదవ్ కు అధికారులు సహకరించలేదు.
",0
443,"దీంతో సమావేశం కోసం వచ్చిన పుట్టా.
",0
444,"సమావేశం నుంచి అధికారులు బాయ్ కాట్ చేయడంతో చేసేదేమీ లేక వెనుదిరిగారు.
",0
445,"ఈ విషయంపైనా జగన్ అదికారులతో ఆరా తీసినట్టుగా సమాచారం.
",0
446,"మొత్తంగా జగన్ సీఎం అయిన తర్వాత తిరుమలలో కొత్త రచ్చ చోటుచేసుకోవడం ఖాయంగానే కనిపిస్తోంది.
",0
447,"సంచ‌ల‌న విజ‌యాన్ని సొంతం చేసుకున్న నేత‌గా నిలిచారు కిష‌న్ రెడ్డి.
",0
448,"సికింద్రాబాద్ ఎంపీగా విజ‌యం సాధించిన ఆయ‌న తాజాగా త‌న‌ను క‌లిసేందుకు వ‌స్తున్న వారంతా పూల బొకేలు.
",0
449,"శాలువాలు.
",0
450,"దండలు తీసుకువ‌స్తున్న నేప‌థ్యంలో ఆయ‌న ఆస‌క్తిక‌ర వ్యాఖ్య ఒక‌టి చేశారు.
",0
451,"త‌న‌ను క‌లిసేందుకు వ‌స్తున్న వారంతా ఏదో ఒక‌టి తీసుకొస్తున్న వేళ‌.
",0
452,"పూల కోసం.
",0
453,"దండ‌ల కోసం చేసే ఖ‌ర్చు స్థానే నోట్ పుస్త‌కాలు తీసుకురావాల‌ని కోరారు.
",0
454,"ఇలా తెచ్చిన నోట్ పుస్త‌కాల్ని ప్ర‌భుత్వ పాఠ‌శాల‌ల్లో పేద పిల్ల‌ల‌కు అంద‌చేయొచ్చ‌న్న ఆలోచ‌న చేశారు.
",0
455,"ఈ క్ర‌మంలో కిష‌న్ రెడ్డి పిలుపున‌కు భారీ రెస్పాన్స్ వ‌చ్చింది.
",0
456,"ఆయ‌న్ను క‌లిసేందుకు వ‌స్తున్న వారంతా బొకులు.
",0
457,"దండ‌లు.
",0
458,"శాలువాలు మానేసి పుస్త‌కాల క‌ట్ట‌లు తేవ‌టం షురూ చేశారు.
",0
459,"ఒక్క రోజు వ్య‌వ‌ధిలోనే వేలాది పుస్త‌కాలు రావ‌ట‌మే కాదు.
",0
460,"గ‌దిలో ఒక భాగాన్ని పూర్తిగా ఆక్ర‌మించేశాయి.
",0
461,"కిష‌న్ రెడ్డి మాట‌కు భారీ ఎత్తున స్పంద‌న ల‌భిస్తోంది.
",0
462,"వ‌చ్చిన వారంతా రూటు మార్చేసి ఎంపీ కోరిన‌ట్లు నోట్ పుస్త‌కాల‌తో వ‌స్తున్నారు.
",0
463,"త‌న మాట‌కు ఇంత ప్రాధాన్యత‌ను ఇచ్చి.
",0
464,"పూల‌కు బ‌దులు పుస్త‌కాలు తెస్తున్న అంద‌రికి కిష‌న్ రెడ్డి థ్యాంక్స్ చెబుతున్నారు.
",0
465,"స‌రైన గైడెన్స్ ఇవ్వాలే కానీ.
",0
466,"స్పందించేందుకు ప్ర‌జ‌లు సిద్ధంగా ఉన్నార‌న్న విష‌యం తాజాగా ఎపిసోడ్ ను చూస్తే ఇట్టే అర్థం కాక‌మాన‌దు.
",0
467,"ఏడు విడ‌త‌లుగా సాగిన సార్వ‌త్రిక ఎన్నిక‌ల ఫ‌లితాల లెక్క‌ను ఆదివారం సాయంత్రం ఎగ్జిట్ పోల్స్ పేరుతో ప‌లు సంస్థ‌లు విడుద‌ల చేశాయి.
",0
468,"ఎవరికి ఎన్ని సీట్లు వస్తాయి అంటూ లెక్కలు వేశాయి.
",0
469,"అయితే, ఈ ఎగ్జిట్ పోల్స్ లెక్కలు చాలా చోట్ల కరెక్టు అయ్యాయి.
",0
470,"గానీ తెలుగు రాష్ట్రాల్లో ఇవి బోల్తా పడ్డాయి.
",0
471,"తెలంగాణ‌లో ఎగ్జిట్ పోల్స్ చెప్పిన అంచనాలు, ఏపీ ఎగ్జిట్ పోల్స్ అంచనాలు రెండూ అందరూ తప్పుగా చెప్పారు.
",0
472,"ఏపీలో టీడీపీకి 30 కంటే కంటే తక్కువగా వస్తాయని ఎవరూ చెప్పలేదు.
",0
473,"మొత్తానికి రెండు రాష్ట్రాల్లో ఎగ్జిట్ పోల్స్ ఘోరంగా ఫెయిలయ్యాయి.
",0
474,"ఇండియా టుడే-ఏక్సిస్ పోల్ స‌ర్వే మాత్రం తెలంగాణ ఫ‌లితాలను ఒకింత ద‌గ్గ‌ర‌గా చెప్పింది.
",0
475,"10 నుంచి 12 సీట్లు టీఆర్ఎస్ కు.
",0
476,"ఒక‌టి నుంచి మూడు సీట్లు బీజేపీకి.
",0
477,"కాంగ్రెస్ కు వ‌చ్చే అవ‌కాశం ఉంద‌ని అంచ‌నా వేసింది.
",0
478,"దీనికి త‌గ్గ‌ట్లే తొమ్మిది స్థానాలు టీఆర్ఎస్ కు.
",0
479,"బీజేపీకి నాలుగు.
",0
480,"కాంగ్రెస్ కు మూడు స్థానాలు సొంతం చేసుకోగ‌లిగింది.
",0
481,"మ‌జ్లిస్ ది యథా మామూలే.
",0
482,"మిగతా అందరూ టీఆర్ఎస్ కు 12-15 స్థానాలు ఖాయ‌మ‌ని చెప్పాయి.
",0
483,"దేశ వ్యాప్తంగా ప్రతిసారి కరెక్టుగా అంచనా వేసే టుడేస్ చాణక్య.
",0
484,"ఈసారి కూడా జాతీయ అంచనాలను సరిగ్గా చెప్పింది.
",0
485,"అచ్చం అది చెప్పినట్లే జరిగింది.
",0
486,"మిగతా వాళ్లంతా ఎన్డీయే గెలుస్తుందని చెప్పారు.
",0
487,"టుడేస్ చాణక్య నెంబర్లతో సహా బీజేపీ గెలుస్తుందని, ఎన్డీయేకి 350 వస్తాయని చెప్పింది.
",0
488,"కాకపోతే అది ఏపీలో టీడీపీకి 17 వస్తాయని చెప్పింది.
",0
489,"అతికష్టం మీద తెలుగుదేశం పార్టీకి మూడు వచ్చాయి.
",0
490,"తెలుగు వారి నాడి పట్టడం దాదాపు కష్టమే అన్మమాట.
",0
491,"ఏపీ ముఖ్య‌మంత్రిగా ప‌గ్గాలు చేపట్టడానికి ముందే తనను గట్టిగా ఆశీర్వదించిన కేసీఆర్, మోడీలను జగన్ కృతజ్జతాపూర్వకంగా మీట్ అయ్యారు.
",0
492,"నిన్న కేసీఆర్ ను కలిసిన జగన్, ఈరోజు ప్రధాని మోడీని కలిశారు.
",0
493,"తన బంటును చూడగానే ప్రేమతో కౌగిలించుకున్నారు నరేంద్ర మోడీ.
",0
494,"అనంతరం మీడియాతో పలు విషయాల గురించి వెల్లడించిన జగన్ ప్రమాణస్వీకారం గురించి, ప్రత్యేక హోదా గురించి వివరించారు.
",0
495,"వచ్చే 30వ తేదీన తాను ఒక్కడినే ప్రమాణ స్వీకారం చేస్తానని జగన్ చెప్పారు.
",0
496,"అనంతరం వారం పదిరోజులకు కేబినెట్ ఏర్పాటు చేస్తానని అన్నారు.
",0
497,"అయితే, ప్రత్యేక హోదా కు ఈ సందర్భంగా జగన్ మంగళం పాడేశారు.
",0
498,"ఇక ప్రత్యేక హోదా మనం మరిచిపోవాల్సిందే అని అర్థం వచ్చే వ్యాఖ్యలు చేశారు.
",0
499,"అదేంటో ఆయన మాటల్లోనే తెలుసుకుందాం.
",0
500,"‘‘ప్ర‌త్యేక హోదా అంశంపైనే ప్ర‌ధాన‌మంత్రితో సుదీర్ఘంగా చర్చ జరిగింది.
",0
501,"ఎన్డీఏ బలం 250 దాటకూడదని దేవుణ్ని ప్రార్థించాను.
",0
502,"ప్రత్యేక హోదా మన హక్కు, ఈ హక్కును ఇప్పుడు వదిలేస్తే ఎప్పటికి రాదు.
",0
503,"ఇక నుంచి ప్ర‌ధానిని కలిసిన ప్రతిసారి ప్రత్యేక హోదాపై ప్రధాని ని కోరుతూనే ఉంటాను.
",0
504,"ఎన్డీఏకి పూర్తి బలం రాకుండి ఉంటే ప్రత్యేక హోదాపై సంతకం పెట్టాకే ప్రధానిగా మోడీ ప్రమాణ స్వీకారం చేసే పరిస్థితి ఉండేది.
",0
505,"‘‘ జగన్ చేసిన ఈ వ్యాఖ్యలు విన్న వారు ఎవరకయినా ఇక ప్రత్యేక హోదా పోరాటం అనేది వైసీపీ చేయదు అని స్పష్టంగా జ‌గ‌న్ విశ్లేషించినట్టు అర్థమవుతుంది.
",0
506,"అంటే 250 సీట్లు మాత్రమే వారికి వచ్చి ఉంటే.
",0
507,"ప్రత్యేక హోదా వచ్చేది, వారికి 350 సీట్లు వచ్చాయి కాబట్టి మనకు ప్రత్యేక హోదా రాదు.
",0
508,"మాటిచ్చాం కాబట్టి ఇవ్వమని అడుగుతూ ఉంటాం, అంతకు మించి మేం చేయగలిగింది కూడా ఏం లేదని జగన్ స్పష్టం చేసేశారు.
",0
509,"ఇది జగన్ సిగ్గు విడిచి చెప్పిన మాటే కదా.
",0
510,"జగన్ అవగాహనా రాహిత్యానికి పరాకాష్ట కదా ఇది.
",0
511,"మునుపటి ఎన్డీయే గవర్నమెంటులో కూడా బీజేపీకి సొంత బలం ఉంది.
",0
512,"అలాంటపుడు చంద్రబాబు చాలాకాలం బతిమాలాడు.
",0
513,"ప్యాకేజీ అయితే ఇస్తామన్నారు.
",0
514,"కేంద్రం నుంచి ఎంత రాబట్టగలిగితే అంత రాబట్టాక పోరాట బాట పట్టారు.
",0
515,"మొదటి ఏడాది నుంచి పోరాడితే ఆ కొన్ని కూడా వచ్చేవి కాదు.
",0
516,"జనాలను మభ్యపెట్టి నాకు ఎంపీ సీట్లు అన్నీ ఇస్తే ప్రత్యేక హోదా సాధిస్తానని ప్రజలను మోసం చేశావు.
",0
517,"అపుడే వారమైనా కాలేదు.
",0
518,"మాట తిప్పేస్తున్నాం.
",0
519,"మడమ తిప్పేస్తున్నావు.
",0
520,"భవిష్యత్తులో ఎన్డీయే గెలిస్తే ఏంటి పరిస్థితి అని కూడా ఆలోచించకుండా రాష్ట్రం కోసం చంద్రబాబు పోరాటం చేశారు.
",0
521,"మరి విశ్వసనీయత అంటూ పదేపదే చెప్పే జగన్ ఇపుడు దీన్ని ఏమంటారో చెప్పాలి.
",0
522,"కాంగ్రెస్ పార్టీ ఫైర్ బ్రాండ్ నేత‌, మల్కాజ్‌గిరి ఎంపీ రేవంత్‌ రెడ్డి మ‌రోమారు టీఆర్ఎస్ పార్టీని టార్గెట్ చేశారు.
",0
523,"ఎప్ప‌ట్లాగే టీఆర్ఎస్ ముఖ్య‌నేత‌ల కామెంట్ల‌ను ఆయ‌న తీవ్రంగా త‌ప్పుప‌ట్టారు.
",0
524,"టీఆర్ఎస్ కార్యనిర్వాహక అధ్యక్షుడు కేటీఆర్‌కు బహిరంగ లేఖ రాసిన రేవంత్ ఇందులో సంచ‌ల‌న వ్యాఖ్య‌లు చేశారు.
",0
525,"మల్కాజ్‌గిరి లోక్‌సభ స్థానంలో ప్రశ్నించే గొంతుకకు ప్రజలు పట్టం కట్టారన్నారు.
",0
526,"సిద్దిపేట, సిరిసిల్లలో మెజార్టీలు తగ్గడం టీఆర్ఎస్ పతనానికి సంకేతమని అన్నారు.
",0
527,"కరీంగనర్‌, నిజామాబాద్‌లో టీఆర్ఎస్ నేతల ఓటమిపాలయ్యారని.
",0
528,"టీఆర్ఎస్ గ్రాఫ్‌ వేగంగా పడిపోతోందనడానికి ఇదే సంకేతమన్నారు.
",0
529,"మల్కాజ్ గిరిలో తన గెలుపుపై కేటీఆర్‌ చేసిన వ్యాఖ్యలు గురివింద సామెతను గుర్తు చేస్తున్నాయని రేవంత్‌ ఎద్దేవా చేశారు.
",0
530,"ఏ రాజకీయ పార్టీకైనా వర్తమానంలో ప్రజల ఆదరణ ఎలా ఉందన్నదే ప్రామాణికమన్న రేవంత్‌.
",0
531,"ఐదు నెలల క్రితం అసెంబ్లీ ఎన్నికల ఫలితాలను కాదని ఐదేళ్ల క్రితం ఎన్నికల ఫలితాలతో పోల్చుకోవడం మీ అతి తెలివికి నిదర్శనమంటూ కేటీఆర్‌ను ఉద్దేశించి లేఖలో పేర్కొన్నారు.
",0
532,"రాష్ట్ర ప్రజల్లో టీఆర్ఎస్‌కు తిరస్కరణ మొదలైందని.
",0
533,"లోక్‌సభ ఎన్నికల ఫలితాలే దీనికి నిదర్శనమని అన్న రేవంత్ రెడ్డి ఈ వాస్తవాన్ని జీర్ణించుకోలేని మీరు కుంటి సాకులు వెతికే పనిలో పడ్డారని అన్నారు.
",0
534,"ఫ‌లితాల విష‌యంలో ఇప్పుడు ఇచ్చిన షాక్‌కు తోడుగా ప్ర‌జ‌లు మ‌రో షాక్ ఇస్తార‌ని రేవంత్ వ్యాఖ్యానించారు.
",0
535,"`గత డిసెంబర్ లో అసెంబ్లీ ఎన్నికల తర్వాత నాలుగు నెలల వ్యవధిలో జరిగిన పార్లమెంట్ ఎన్నికల్లో టీఆర్ఎస్ కు 20 లక్షల ఓట్లు తగ్గిపోయాయి.
",0
536,"మీ సొంత గడ్డ సిద్ధిపేట, మీరు ప్రాతినిధ్యం వహిస్తోన్న సిరిసిల్లలలోనే మెజారిటీలు దారుణంగా పడిపోయాయి.
",0
537,"కరీంనగర్, నిజామాబాద్ లో మీ కుటుంబ సభ్యులు ఓడిపోయారు.
",0
538,"టీఆర్ఎస్ గ్రాఫ్ వేగంగా పడిపోతోంది అనడానికి ఇదే సంకేతం.
",0
539,"2009లో సిరిసిల్లలో మీ పరిస్థితి ఏమిటి? చావుతప్పి కన్నులొట్టబోయినట్టు స్వతంత్ర అభ్యర్థి పై కేవలం 171 ఓట్లతో గట్టెక్కారు.
",0
540,"అది కూడా పోస్టల్ బ్యాలెట్ ఓట్లతో బతుకు జీవుడా అని బయటపడ్డారు.
",0
541,"మల్కాజ్ గిరి ప్రజలు ప్రశ్నించే గొంతుకు పట్టం కట్టారు.
",0
542,"వారిని అవమానించేలా మాట్లాడటం మీ అహంకారానికి నిదర్శనం.
",0
543,"మీరు ఇష్టం వచ్చినట్లు మాట్లాడితే ప్రజలేం అమాయకులు కారు.
",0
544,"ఇప్పుడిచ్చిన షాక్ ట్రీట్ మెంట్ చాలకపోతే మరో షాక్ ట్రీట్ మెంట్ ఇస్తారు' అని రేవంత్ లేఖలో పేర్కొన్నారు.
",0
545,"కర్ణాటకలో సంకీర్ణ సర్కారుకు నిజంగానే ఊపిరి వచ్చేసింది.
",0
546,"కాంగ్రెస్- జేడీఎస్ సర్కారును ఎప్పుడెప్పుడు కూల్చేద్దామా? అంటూ ఎదురుచూస్తున్న బీజేపీ.
",0
547,"అందుకోసం రచించిన ఆపరేషన్ కమల వ్యూహాన్ని తాత్కాలికంగా ఆపేసిందట.
",0
548,"అయినా సార్వత్రిక ఎన్నికలకు సంబంధించి ఎగ్జిట్ పోల్ ఫలితాలన్నీ బీజేపీకి అనుకూలంగానే వచ్చినా.
",0
549,"కర్ణాకటలో ఈ వ్యూహాన్ని బీజేపీ ఎందుకు ఆపేసిందన్న విషయానికి వస్తే.
",0
550,"ఆసక్తికర వాదన వినిపిస్తోంది.
",0
551,"ఇప్పటికే మధ్యప్రదేశ్ లో కమల్ నాథ్ ఆధ్వర్యంలోని కాంగ్రెస్ సర్కారును కూల్చే పనిని ముందుగా తేల్చేసిన తర్వాత.
",0
552,"కర్ణాటక విషయాన్ని చూద్దామని బీజేపీ అధిష్ఠానం తీర్మానించిందట.
",0
553,"ఈ క్రమంలోనే కుమారస్వామిని ఎప్పుడెప్పుడు దించేసి సీఎం పీఠాన్ని ఎక్కేద్దామా? అంటూ కాసుక్కూర్చున్న బీఎస్ యడ్యూరప్పకు ఈ మేరకు ఇప్పటికే ఆదేశాలు జారీ అయ్యాయట.
",0
554,"ఏడాది క్రితం జరిగిన కర్ణాటక అసెంబ్లీ ఎన్నికల్లో మొత్తం 224 సీట్లలో బీజేపీ 104 సీట్లను గెలిచింది.
",0
555,"బీజేపీతో హోరాహోరీగా పోరాడిన కాంగ్రెస్ పార్టీకి ఓ స్వతంత్ర అభ్యర్థితో కలుపుకుని 78 సీట్లు, జేడీఎస్ కు.
",0
556,"బీఎస్పీకి దక్కిన ఓ సీటుతో కలుపుకుని 38 సీట్లు వచ్చాయి.
",0
557,"ఈ క్రమంలో కింగ్ మేకర్ గా మారిన జేడీఎస్ నేత కుమారస్వామి అనూహ్యంగా కింగ్ అయిపోయారు.
",0
558,"లెక్కల గోలలో ముందుగా సీఎం పీఠంపై కూర్చున్న యడ్యూరప్ప రోజుల వ్యవధిలోనే దిగాల్సి వచ్చింది.
",0
559,"ఇక అప్పటి నుంచి కన్నడనాట అనూహ్య రాజకీయ పరిణామాలు చోటుచేసుకుంటూనే ఉన్నాయి.
",0
560,"ఆపరేషన్ కమలకు రెడీ అయిపోయిన బీజేపీ.
",0
561,"కాంగ్రెస్ - జేడీఎస్ కూటమి నుంచి ఎమ్మెల్యేలను లాగేసేందుకు యత్నిస్తూనే ఉంది.
",0
562,"ఇప్పటికప్పుడు ఈ ఆపరేషన్ ను ఓకే చేసినా.
",0
563,"కాంగ్రెస్ నుంచి ఏడుగురు, జేడీఎస్ నుంచి ముగ్గురు మొత్తంగా పది మంది అధికార కూటమి ఎమ్మెల్యేలు పది మంది బీజేపీలో చేరేందుకు సిద్ధంగానే ఉన్నారు.
",0
564,"ఇదే జరిగితే.
",0
565,"కుమార సర్కారు కూలడంతో పాటు ఆ వెంటనే యడ్యూరప్ప సీఎం అయిపోవడం కూడా ఖాయమే.
",0
566,"సార్వత్రిక ఫలితాలు వెలువడిన మరుక్షణమే ఈ మార్పు తథ్యమన్న వాదన కూడా వినిపించింది.
",0
567,"అయితే మధ్యప్రదేశ్ లో ఇప్పటికే ఈ ఆపరేషన్ రంగంలోకి దిగేసింది.
",0
568,"సో.
",0
569,"మధ్యప్రదేశ్ వ్యవహారాన్ని తేల్చేశాక.
",0
570,"కుమార సంగతి చూద్దామంటూ యడ్డీకి బీజేపీ అధిష్ఠానం ఆదేశాలు జారీ చేసిందట.
",0
571,"అంటే.
",0
572,"మధ్యప్రదేశ్ లో కమల్ నాథ్ ను పదవీఛ్యుడిని చేసేదాకా కుమారకు ఇబ్బంది లేదన్న మాట.
",0
573,"సో.
",0
574,"అప్పటిదాకా కుమార ఊపిరి పీల్చుకోవచ్చన్న మాట.
",0
575,"దేశంలో ఎగ్జిట్ పోల్స్ రాగానే అందరూ షాక్ కు గురయ్యారు.
",0
576,"గతంలో కంటే మోడీకి ఎక్కువ వచ్చే అవకాశమే లేదని అందరూ ఫీలవుతుంటే.
",0
577,"మొత్తం మోడీ గాలే అంటూ ఎగ్జిట్ పోల్స్ ప్రకటించాయి.
",0
578,"ఈ నేపథ్యంలో ఎగ్జిట్ పోల్స్ చెప్పినట్లే ప్రస్తత ట్రెండ్స్ కనిపిస్తున్నాయి.
",0
579,"మోడీ కూటమికే ప్రస్తుతం ఆధిక్యం కనిపిస్తోంది.
",0
580,"ఎగ్జిట్ పోల్స్ అన్ని త‌ప్ప‌ని.
",0
581,"వాటిని న‌మ్మాల్సిన అవ‌స‌రం లేద‌న్న విష‌యాన్ని ఎన్డీయేతర పక్షాలు చేసిన వాదన నిలవలేదు.
",0
582,"ఓట్ల లెక్కింపు మొద‌లై.
",0
583,"ఫ‌లితాలు ఒక్కొక్క‌టిగా వెలువడుతున్న వేళ.
",0
584,"విడుద‌ల‌వుతున్న అధిక్య‌త‌ల్ని చూస్తే.
",0
585,"ఎగ్జిట్ పోల్స్ వంద శాతం నిజమని తేలింది.
",0
586,"కొత్త పార్టీల అవసరం లేకుండా మోడీ మరోమారు ప్రధాని అయ్యే అవకాశం కనిపిస్తోంది.
",0
587,"బీజేపీ పాలిత రాస్ట్రాలతో పాటు కాంగ్రెస్ రాష్ట్రాలు కూడా మోడీకి జైకొట్టడం ఆశ్చర్యం.
",0
588,"ట్రెండ్స్ చూస్తుంటే.
",0
589,"ఎగ్జిట్ పోల్స్ లో చెప్పిన దాని కంటే ఎక్కువ సీట్లు ఎన్డీయే కూట‌మికి దక్కినా నమ్మక తప్పని పరిస్థితి ఉంది.
",0
590,"ఈ రోజు తెలుగుదేశం పార్టీ శాసనసభా పక్ష నేతను ఎన్నుకోవడానికి టీడీఎల్పీ సమావేశం జరిగింది.
",0
591,"తెలుగుదేశం పార్టీ అధినేత చంద్రబాబు అధ్యక్షతన ఉండవల్లి నివాసంలో టీడీపీ శాసనసభాపక్ష సమావేశం జరిగింది.
",0
592,"ఈ సమావేశంలో చంద్రబాబును టీడీఎల్పీ నేతగా ఎన్నుకుంటూ తెలుగుదేశం ఎమ్మెల్యేలు ఏకగ్రీవంగా ఆమోదించారు.
",0
593,"ఈ సందర్భంగా పార్టీ శ్రేణుల్లో ఆత్మవిశ్వాసం నింపే ప్రయత్నం చేసిన చంద్రబాబు.
",0
594,"ఈ రాష్ట్రంలో 40 శాతం ప్రజలు మనకు ఓట్లు వేశారని వారి ఆకాంక్షలు నెరవేరేలా ప్రభుత్వం చేత పనిచేయించే బాధ్యత మనపై ఉందని అన్నారు.
",0
595,"ఈ ప్రజాతీర్పు మనపై తిరస్కరణ కాదని, జగన్ పట్ల సానుభూతి వల్ల జనం ఓట్లు వేశారని చంద్రబాబు విశ్లేషించారు.
",0
596,"బీజేపీ, టీఆర్ఎస్ లు ఒకటి రెండు సీట్లతో మొదలై ఈరోజు ఆ స్థాయికి చేరాయన్న విషయాన్ని గుర్తుంచుకుని పార్టీ బలోపేతానికి మరింత కృషిచేయాలని పార్టీ శ్రేణుల్లో విశ్వాసం నింపే ప్రయత్నం చేశారు చంద్రబాబు.
",0
597,"ప్ర‌జ‌ల్లో జ‌గ‌న్ పైన చాలా సానుభూతి ఉందని, అదే వైసీపీని గెలిపించింద‌ని చంద్రబాబు వ్యాఖ్యానించారు.
",0
598,"టీడీపీ పై జనానికి కోపం లేదని, ఒకసారి జగన్ కి ప్రజలు అవకాశం ఇచ్చారని చంద్ర‌బాబు వివ‌రించారు.
",0
599,"సమావేశానికి ఎన్నిక‌ల్లో గెలిచిన పార్టీ ఎంపీలు, ఎమ్మెల్యేలు హాజరయ్యారు.
",0
600,"గ‌ణ‌బాబు మాత్రం గైర్హాజరయ్యారు.
",0
601,"టీడీపీ నిరంతరం ప్రజల్లో ఉందని వివరించిన చంద్రబాబు వచ్చే ఎన్నికల్లో మళ్లీ టీడీపీకి ప్రజలు పట్టం కట్టడం ఖాయమని, ఆత్మవిశ్వాసంతో ముందుకు నడవాలని పార్టీ శ్రేణులకు పిలుపునిచ్చారు.
",0
602,"కొత్త ప్ర‌భుత్వానికి కొంత స‌మ‌యం ఇద్దామ‌ని, ఇపుడే ఏ విమర్శలు వద్దన్నారు.
",0
603,"వారి హామీలు అమలుచేయడానికి సమయం ఇద్దాం.
",0
604,"పాల‌న చూద్దాం.
",0
605,"ఈ ఐదేళ్లు ప్రతిపక్ష పార్టీగా నిర్మాణాత్మ‌క పాత్ర పోషించి ప్రజల అభిమానం చూరగొందాం అని చంద్రబాబు వ్యాఖ్యానించారు.
",0
606,"మంగళగిరిలో పోటీలో ఉన్న నారాలోకేష్ ప్రత్యర్థి ఆళ్ల రామకృష్ణారెడ్డిపై ముందంజలో ఉన్నారు.
",0
607,"కౌంటింగ్ మొదలైనప్పటి నుంచి ఆయనే  లీడ్ లో కనిపిస్తున్నారు.
",0
608,"ట్రెండ్స్ బట్టి ఆయన గెలుపు ఖాయం అవ్వొచ్చు అంటున్నారు.
",0
609,"మరోవైపు కడపలో ఎప్పటిలాగే జగన్ అభ్యర్థులు ముందంజలో ఉన్నారు.
",0
