key,Sentence,checked
8764,"కోల్‌కతా: టీ20 ప్రపంచ కప్‌ నేపథ్యంలో చెలరేగిన వివాదాలకు ముగింపు చెప్పి ఆటపై దృష్టి చూపాలని కోరుకుంటున్నట్లు మహిళల వన్డే కెప్టెన్‌ మిథాలీ తెలిపింది.
",0
8765,"మిథాలీ జనవరి నుంచి ప్రారంభం కానున్న న్యూజిలాండ్‌ పర్యటనకు వన్డే కెప్టెన్‌గా, టీ20 జట్టులో సభ్యురాలిగా ఎంపికైన విషయం తెలిసిందే.
",0
8766,"మిథాలీ మీడియాతో మాట్లాడుతూ ‘టీ20 ప్రపంచ కప్‌ అనంతరం జరిగిన విషయాలు అంత మంచివి కావు.
",0
8767,"వాటి వల్ల చాలా మంది అనేక రకాలుగా ఇబ్బంది పడ్డారు.
",0
8768,"ఇప్పుడు ఆ విషయాలనీ సమసిపోయాయి.
",0
8769,"ఆట, జట్టుపై దృష్టి పెట్టాల్సిన సమయం వచ్చింది.
",0
8770,"ప్రపంచ కప్‌ సమయంలో జట్టు నుంచి బయటకు వచ్చినప్పుడు నేను నా కుటుంబం ఒత్తిడికి లోనయ్యాం.
",0
8771,"నా వల్ల మహిళా క్రికెట్‌ అనుకోని విధంగా బయటకు వచ్చింది.
",0
8772,"ఇప్పుడు న్యూజిలాండ్‌ టూర్‌ వల్ల పాత విషయాలన్నీ మరచి ముందుకు సాగాల్సిన అవసరం ఉంది’ అని తెలిపింది.
",0
8773,"టీ20 కెప్టెన్‌ హర్మన్‌తో తన సంబంధం గురించి అడుగగా ‘టూర్‌లో 15 మంది సభ్యులు కలిసి ఉన్నప్పుడు అది ఓ పెద్ద కుటుంబం.
",0
8774,"అపోహలు ఉన్నా అవి ఆట తరువాతే.
",0
8775,"ఒక్కసారి గ్రౌండ్‌లో అడుగు పెట్టాక మేము దేశం కోసం ఆడతాం.
",0
8776,"మా అత్యుత్తమ ప్రదర్శన చేయడానికే చూస్తాం.
",0
8777,"కొత్త కోచ్‌ రమన్‌తో కలిసి పనిచేయడానికి చూస్తున్నా’ అని చెప్పుకొచ్చింది.
",0
8778,"బౌలర్లపై నిందలు వేయకు : గంభీర్‌.
",0
8779,"న్యూఢిల్లీ: భారత జట్టు మాజీ డ్యాషింగ్‌ ఓపెనర్‌ గౌతం గంభీర్‌ మరోసారి విరాట్‌ కోహ్లిపై విమర్శలు గుప్పిం చాడు.
",0
8780,"ఒకవైపు రాజకీయాలు, మరోవైపు క్రీడలు.
",0
8781,"ఇలా ఏ రంగ మైనా.
",0
8782,"తనదైన శైలిలో విమర్శలు చేస్తుంటాడు గంభీర్‌.
",0
8783,"గతంలో ధోనిపై వరుస విమర్శలు చేసిన గంభీర్‌.
",0
8784,"ఇప్పుడు కోహ్లిని లక్ష్యంగా చేసుకున్నట్లుగా కనిపి స్తోంది.
",0
8785,"‘కోహ్లి.
",0
8786,"ఆర్సీబీ ఇన్నేళ్లు నిన్ను కెప్టెన్‌గా భరించింది.
",0
8787,"అది చాలా గొప్పవిషయం.
",0
8788,"కానీ నువ్వు ఇంతవరకూ ఒక్క ట్రోఫీ కూడా గెలిపించలేకపోయావు’ అని అన్నాడు.
",0
8789,"‘కోహ్లి అత్యుత్తమ బ్యాట్స్‌మన్‌ కావచ్చు.
",0
8790,"కానీ అత్యుత్తమ కెప్టెన్‌ మాత్రం కాదు.
",0
8791,"కెప్టెన్సీలో కోహ్లి ఎప్పటికీ అప్రెంటీసే’ అంటూ ఘాటు విమర్శలు చేశాడు.
",0
8792,"అయితే గంభీర్‌ వ్యాఖ్యలపై స్పందించిన కోహ్లి.
",0
8793,"‘బయట వాళ్లలా నేను ఆలోచిస్తే.
",0
8794,"నేను కూడా ఇంట్లోనే కూర్చునేవాడిని’ అంటూ జవాబు ఇచ్చాడు.
",0
8795,"అంతటితో ఆగని గంభీర్‌.
",0
8796,"గంటల వ్యవధిలోనే కోహ్లిని మరోసారి విమర్శించాడు.
",0
8797,"జట్టు ఓటమికి బౌలర్లపై నిందలు వేయవద్దని కోహ్లికి సూచించాడు.
",0
8798,"భారత జట్టు కెప్టెన్‌గా ఉండి ఐపీఎల్‌ గెలవని కెప్టెన్‌ కోహ్లి మాత్రమే అని గంభీర్‌ పేర్కొన్నాడు.
",0
8799,"ధోనితో కోహ్లీని పోల్చడం సరికాదన్నాడు.
",0
8800,"భారత జట్టు వైస్‌ కెప్టెన్‌ అయిన రోహిత్‌శర్మ కూడా తన జట్టును రెండుసార్లు ఐపీఎల్‌ విజేతగా నిలబెట్టాడని గుర్తు పెట్టుకోవాలన్నాడు.
",0
8801,"‘నా వ్యాఖ్యాలపై క్రికెట్‌ అభిమానులు ఏవిధంగా స్పందిస్తారో నాకు తెలుసు.
",0
8802,"కానీ జట్టు విజేతగా నిలవడమే నాకు ముఖ్యం అని పేర్కొన్నాడు.
",0
8803,"ఐసీసీ టీ20  ర్యాంకింగ్స్‌ విడుదల.
",0
8804,"రెండోస్థానంలో కుల్‌దీప్.
",0
8805,"19వ స్థానంలో కోహ్లి.
",0
8806,"భారత్‌ టాప్‌ ర్యాంకులో దివిజ్‌.
",0
8807,"న్యూఢిల్లీ: టెన్నిస్‌ పురుషుల డబుల్స్‌ తాజా ఏటీపీ ర్యాంకింగ్స్‌లో భారత్‌ తరపున దివిజ్‌ షరన్‌ టాప్‌లో నిలిచాడు.
",0
8808,"తాజాగా సోమవారం ఏటీపీ విడుదల చేసిన ర్యాంకింగ్స్‌లో డబుల్స్‌లో 38వ ర్యాంక్‌లో సాధించి భారత్‌ తరపున అత్యంత తక్కువ ర్యాంక్‌లో నిలిచిన డబుల్స్‌ ప్లేయర్‌గా నిలిచాడు.
",0
8809,"వెటరన్‌ బోపన్న తొమ్మిది స్థానాలు కోల్పోయి 39వ స్థానంలో నిలవగా లియాండర్‌ పేస్‌ 60వ ర్యాంక్‌లో ఉన్నాడు.
",0
8810,"‘భారత్‌ తరపున టాప్‌ ర్యాంకర్‌గా నిలిచినందుకు సంతోషంగా ఉంది.
",0
8811,"ఈ ఏడాది అద్భుతంగా ఆడాం.
",0
8812,"ఆసియా క్రీడల్లో స్వర్ణం గెలవడం చాలా ఆనందంగా ఉంది.
",0
8813,"100 ర్యాంక్‌ల లోపు ఏడుగురు భారత్‌ తరపున నిలవడం చాలా సంతోషంగా ఉంది’ అని అన్నాడు.
",0
8814,"ఇక తాజా ఏటీపీ ర్యాంకింగ్స్‌లో స్పెయిన్‌ బుల్‌ నాదల్‌ టాప్‌ ప్లేస్‌లో కొనసాగుతుండగా.
",0
8815,"సర్బియన్‌ స్టార్‌ జోకోవిచ్‌ కేవలం 215 పాయింట్ల తేడాతో నాదల్‌ తరువాతి స్థానంలో ఉండగా కెరీర్‌లో 99వ ఏటీపీ టైటిల్‌ గెలుచుకున్న ఫెదరర్‌ మూడో ర్యాంక్‌లో ఉన్నాడు.
",0
8816,"ఎప్పుడు నచ్చితే అప్పుడు రిటైర్మెంట్‌ : షేన్‌వార్న్‌.
",0
8817,"ముంబై : టీమిండియా మాజీ సారథి ఎంఎస్‌ ధోనీ విమర్శకులపై ఆస్ట్రేలియా లెజెండ్‌ షేన్‌వార్న్‌ ఘాటు పంచ్‌లిచ్చాడు.
",0
8818,"ప్రపంచ కప్‌ పూర్తవ్వగానే ధోనీ రిటైర్మెంట్‌ ప్రకటించేస్తాడని, తన ఆటతీరు మునుపటిలా లేదని కొందరు విమర్శిస్తుండటంపై అతడు స్పందించాడు.
",0
8819,"‘ఇండియన్‌ క్రికెట్‌కు ధోనీ ఎన్నో సేవలందించాడు.
",0
8820,"ఒక ఆటగాడిగా ఏంచేయాలో అన్నీ చేశాడు.
",0
8821,"కానీ ప్రపంచ కప్‌ తర్వాత ధోనీ క్రికెట్‌కు స్వస్తి చెప్పేస్తాడని అంటుండటం నాకు నమ్మశక్యంగా లేదు.
",0
8822,"రిటైర్‌మెంట్‌ అనేది అంత సరదా విషయం కాదు.
",0
8823,"ధోనీకి అన్నీ తెలుసు.
",0
8824,"తనకు ఎప్పుడు నచ్చితే అప్పుడే రిటైరవుతాడు.
",0
8825,"అందుకు సరైన సమయమేదో అతడికి తెలుసు.
",0
8826,"ఒక క్రీడాకారుడు ఎప్పుడు ఆటకు వీడ్కోలు పలకాలో మీరే చెప్పేస్తారా? ఆయనలేని క్రికెట్‌ను చూడలేని వాళ్లు కొందరుంటారు.
",0
8827,"దయచేసి ఆయనకు ఇలాంటి సలహాలివ్వకండి’ అని ఘాటుగా స్పందించాడు.
",0
8828,"మరో మూడు రోజుల్లో ప్రారంభం కానున్న ప్రపంచ కప్‌లో టీమిండియాలో ధోనీ కీలక ఆటగాడు కానున్నాడు.
",0
8829,"వికెట్‌ కీపర్‌గానూ, బ్యాట్స్‌మన్‌గానూ ఆయనకున్న అపార అనుభవం జట్టుకు ఎంతో అవసరమని భారత జట్టు సీనియర్లు, మాజీలు అభిప్రాయపడుతున్నారు.
",0
8830,"నిలవాలంటే..గెలవాలంతే..!.
",0
8831,"ఆక్లాండ్‌: న్యూజిలాండ్‌తో తొలి టీ20లో ఘోర పరాభవాన్ని చవిచూసిన టీమిండియా.
",0
8832,"నేడు రెండో టీ20 పోరుకు సిద్ధమైంది.
",0
8833,"పరుగుల పరంగా అతి పెద్ద పరాజయం పాలైన భారత్‌, సిరీస్‌ ఆశలు సజీవంగా ఉంచుకోవాలంటే తప్పక గెలవాల్సిన పరిస్థితి.
",0
8834,"ఎనిమిదిమంది బ్యాట్స్‌మెన్‌తో బరిలో దిగినా ఫలితం రాబట్టలేక చేతులెత్తేసిన వైనం భారత బ్యాటింగ్‌ వైఫల్యానికి అర్ధంపడుతోంది.
",0
8835,"బౌలింగ్‌లోనూ తీసికట్టు ప్రదర్శన భారీ మూల్యాన్నే చెల్లించింది.
",0
8836,"టీమిండియా ఎట్టి పరిస్థితుల్లోనూ రెండో మ్యాచ్‌ గెలవాలని చూస్తున్న తరుణంలో…మార్పులు తప్పేలా లేవు.
",0
8837,"తొలి టీ20లో సీనియర్‌ బౌలర్‌ భువనేశ్వర్‌ సహా పేసర్లంతా విఫలమయ్యారు.
",0
8838,"ఖలీల్‌ అహ్మద్‌, హార్దిక్‌ పాండ్య విపరీతంగా పరుగులిచ్చారు.
",0
8839,"ఓవర్‌కు సగటున 12 పరుగులు ఇవ్వడంతో కివీస్‌ 219 స్కోర్‌ చేసింది.
",0
8840,"హార్దిక్‌ ఆల్‌రౌండర్‌ కావడంతో తన స్థానానికి ఇబ్బంది లేదు.
",0
8841,"ఖలీల్‌ బదులు మహ్మద్‌ సిరాజ్‌, సిద్ధార్థ్‌ కౌల్‌లో ఎవరో ఒకరికి అవకాశం రావొచ్చు.
",0
8842,"స్పిన్నర్లు కనాల్‌ పాండ్య, యుజువేంద్ర చాహల్‌ ఫర్వాలేదనిపించారు.
",0
8843,"అయినప్పటికీ చైనామన్‌ బౌలర్‌ కుల్‌దీప్‌ యాదవ్‌కు జట్టులో చోటు దక్కొచ్చని తెలుస్తోంది.
",0
8844,"అది జరిగితే కృనాల్‌, చాహల్‌లో ఒకరు చోటు కోల్పోవాల్సి ఉంటుంది.
",0
8845,"టాప్‌ ఆర్డర్లో రోహిత్‌ విఫలమయ్యాడు.
",0
8846,"ఈ మధ్య కాలంలో అతడు నిలకడగా ప్రదర్శనలు చేసింది లేదు.
",0
8847,"రోహిత్‌ రాణిస్తేనే భారీ పరుగులు చేయాలన్నా…భారీ లక్ష్యాన్ని నిర్థేశించాలన్నా అవకాశం ఉంటుంది.
",0
8848,"మూడో స్థానంలో వచ్చిన మరో ఆల్‌రౌండర్‌ విజరు శంకర్‌ 18 బంతుల్లో 27 పరుగులతో ఆకట్టుకున్నాడు.
",0
8849,"కాగా అతడు అదే స్థానంలో ఆడతాడా లేక ఆ స్థానంలో శుబ్‌మన్‌ గిల్‌ను తీసుకొస్తారో చూడాల్సి ఉంది.
",0
8850,"మెరుపుల వీరుడు రిషబ్‌ పంత్‌ ఇప్పటి వరకు జాతీయ జట్టు తరపున పొట్టి ఫార్మాట్లో తన సత్తా చాటలేదు.
",0
8851,"దినేశ్‌ కార్తీక్‌, పంత్‌, హార్దిక్‌ చెత్త షాట్లకు ఔటయ్యారు.
",0
8852,"రెండో టీ20లో వీరంతా రాణించాల్సి ఉంది.
",0
8853,"ఎంఎస్‌ ధోనీ వేగంగా ఆడటం జట్టుకు కలిసొచ్చే అంశం.
",0
8854,"కట్టడి చేయాలి.
",0
8855,"మరోవైపు న్యూజిలాండ్‌ గెలిచిన ఉత్సాహంలో ఉంది.
",0
8856,"ఆత్మవిశ్వాసంతో రెండో పోరుకు సిద్ధమైంది.
",0
8857,"ఆ జట్టు ఆటగాళ్లు సైతం దూకుడుగా ఉన్నారు.
",0
8858,"తొలి మ్యాచ్‌లో వచ్చిన వారు వచ్చినట్లు బౌండరీలు, సిక్సర్ల వర్షం కురిపించారు.
",0
8859,"ఓపెనర్లు మన్రో, సీఫెర్ట్‌ చెలరేగి ఆడారు.
",0
8860,"కేన్‌ విలియమ్సన్‌, రాస్‌ టేలర్‌ సైతం భారీ షాట్లు ఆడారు.
",0
8861,"వీరిని కట్టడి చేయాల్సి ఉంది.
",0
8862,"వీరితో పాటు మిడిలార్డర్‌లోని పించ్‌ హిట్టర్లనూ నిలువరించాల్సి ఉంది.
",0
8863,"కివీస్‌ బౌలర్లూ రాణించారు.
",0
8864,"టిమ్‌ సౌథీ నాలుగో ఓవర్లలో 17పరుగులిచ్చి మూడు వికెట్లు తీశాడు.
",0
8865,"ఇష్‌ సోధి, శాంట్నర్‌ సైతం పరుగులు రాకుండా కట్టడి చేశారు.
",0
8866,"న్యూజిలాండ్‌ జట్టులో పెద్దగా మార్పులు లేకుండానే బరిలో దిగవచ్చు.
",0
8867,"అక్లాండ్‌లోని ఈడెన్‌ పార్క్‌ పిచ్‌ బ్యాటింగ్‌, బౌలింగ్‌కు సహకరించే అవకాశం ఉంది.
",0
8868,"ఏమైనా భారత్‌ సిరీస్‌లో నిలవాలంటే.
",0
8869,"గెలవాలంతే.
",0
8870,"!.
",0
8871,"ప్రపంచంలోనే అత్యంత పెద్ద బ్యాట్‌.
",0
8872,"చెన్నై: ప్రపంచంలోనే అత్యంత పెద్దదైన క్రికెట్‌ బ్యాట్‌ను భారత క్రికెట్‌ జట్టు మాజీ సారథి కపిల్‌దేవ్‌ ఆవిష్కరించారు.
",0
8873,"చెన్నై ఫీనిక్స్‌ మార్కెట్‌ సిటీలోని పల్లాడియం మాల్‌లో జరిగిన కార్యక్రమంలో పాల్గొన్న కపిల్‌.
",0
8874,"6,600 కిలోల బరువు, 51 మీటర్ల పొడవు ఉన్న భారీ క్రికెట్‌ బ్యాట్‌ను ఆవిష్కరించారు.
",0
8875,"ప్రపంచంలోనే అత్యంత పొడవైన, బరువైన క్రికెట్‌ బ్యాట్‌గా గిన్నీస్‌ బుక్‌ ఆఫ్‌ వరల్డ్‌ రికార్డ్స్‌లో ఈ బ్యాట్‌ స్థానం పొందింది.
",0
8876,"ప్రపంచ కప్‌ పోటీలు జరుగుతున్న తరుణంలో ఇటువంటి బ్యాట్‌ ఆవిష్కరించడం తనకెంతో ఆనందం కలిగిస్తోందని కపిల్‌దేవ్‌ అన్నారు.
",0
8877,"కొన్నేళ్లుగా మంచి ఫామ్‌లో ఉన్న భారత క్రికెట్‌ జట్టు ఈసారి ప్రపంచ కప్‌ గెలుచుకోవాలని మనస్ఫూర్తిగా కోరుకుంటున్నట్లు కపిల్‌దేవ్‌ తెలిపారు.
",0
8878,"పాక్‌ సామర్థ్యానికి పరీక్షే..!.
",0
8879,"టోన్‌టన్‌ : ప్రపంచకప్‌లో పాకిస్థాన్‌ ప్రయాణం ఆసక్తి కరంగా సాగుతోంది.
",0
8880,"తొలిమ్యాచ్‌లో వెస్టిండీస్‌ చేతిలో చిత్తుగా ఓడింది.
",0
8881,"తర్వాత మ్యాచ్‌లో టోర్నీ ఫేవరెట్‌పై 348 పరుగులు చేసి విజయం సాధించింది.
",0
8882,"శ్రీలంకపై అదే జోరు కొనసా గిద్దామని చూస్తుండగా వర్షం అడ్డుపడడంతో ఖాతాలో ఒక పాయింటు చేర్చుకుంది.
",0
8883,"నేడు టోర్నీలో ఆస్ట్రేలియాతో కీలక మ్యాచ్‌ ఆడనుంది.
",0
8884,"కొంత కాలంగా ఆసీస్‌పై పాక్‌ రికార్డు అంత గొప్పగా లేదు.
",0
8885,"ఆస్ట్రేలియా పై ఆడిన 14 మ్యాచ్‌లో 13 పరాజయాలు చూసింది.
",0
8886,"ఆస్ట్రేలియా సైతం భారత్‌పై ఓటమి అనంతరం ఆడ నున్న మ్యాచ్‌ కావడంతో తొలి నాలుగు స్థానాల్లో నిలవడానికి ఈ మ్యాచ్‌ వారికి ముఖ్యం కానుంది.
",0
8887,"పాక్‌ జట్టులో అమీర్‌ మినహా ఎవ్వరూ బౌలింగ్‌లో పెద్దగా రాణించింది లేదు.
",0
8888,"ఫామ్‌లో ఉన్న వార్నర్‌, ఫించ్‌, స్మిత్‌లను అడ్డుకోవడం పాక్‌కు సవాలే.
",0
8889,"ఆస్ట్రేలియాకు ఎదరు నిలవాలంటే ఇంగ్లండ్‌పై రాణించినట్టుగా పాక్‌ బ్యాట్స్‌మెన్‌ భారీ స్కోర్లు చేయాల్సి ఉంటుంది.
",0
8890,"ఆసీస్‌ మిడిలార్డర్‌ సైతం పుంజుకోవాల్సి ఉంది.
",0
8891,"భారత్‌పై ఆసిస్‌ బౌలర్లు తేలిపోయారు.
",0
8892,"తిరిగి పాక్‌పై ఫామ్‌లోకి వస్తారో లేదో చూడాలి.
",0
8893,"భారత్‌తో మ్యాచ్‌కు ముందు ఆసీస్‌తో ఆడనుండడం పాక్‌పై ఒత్తిడి పెంచే విషయమే.
",0
8894,"రెండు జట్లకు కీలకమైన మ్యాచ్‌లో ఎవరు విజేతగా నిలువనున్నారో నేడు తేలనుంది.
",0
8895,"ఢిల్లీకి ‘బెయిర్‌స్ట్రో’క్‌.
",0
8896,"న్యూఢిల్లీ : ఐపీఎల్‌లో భాగంగా గురువారం ఢిల్లీ క్యాపిటల్స్‌, సన్‌రైజర్స్‌ హైదరాబాద్‌ మధ్య జరిగిన మ్యాచ్‌లో సన్‌రైజర్స్‌ 5 వికెట్ల తేడాతో ఘన విజయం సాధించింది.
",0
8897,"ఓపెనర్‌ బెయిర్‌స్టో ధాటిగా ఆడాడు.
",0
8898,"అంతుకుముందు టాస్‌ గెలిచిన హైదరాబాద్‌ ముందుగా ఢిల్లీని బ్యాటింగ్‌కు ఆహ్వానించింది.
",0
8899,"ఓపెనర్లు పృథ్వీషా, శిఖర్‌ ధావన్‌ ఇన్నింగ్స్‌ ఆరభించారు.
",0
8900,"పృథ్వీషా ఫోర్లతో హైదరాబాద్‌ బౌలర్లపై విరుచుకుపడ్డాడు.
",0
8901,"అనంతరం హైదరాబాద్‌ కెప్టెన్‌ భువనేశ్వర్‌ ఓ అద్భుతమైన బంతి వేసి పృథ్వీ(11)ని బోల్తా కొట్టించాడు.
",0
8902,"స్కోరు పెంచే బాధ్యతను కెప్టెన్‌ శ్రేయస్‌ అయ్యర్‌, శిఖర్‌ ధావన్‌ తీసుకున్నారు.
",0
8903,"ఓ భారీషాట్‌కు యత్నించిన శిఖర్‌ ధావన్‌ (12) నబీ బౌలింగ్‌లో సందీప్‌ శర్మకు క్యాచ్‌ ఇచ్చి వెనుదిరిగాడు.
",0
8904,"అనంతరం క్రీజులోకి వచ్చిన పంత్‌ ఆచితూచి ఆడాడు.
",0
8905,"సిక్స్‌ కొట్టబోయి బౌండరీ లైన్‌ వద్ద రషీద్‌ ఖాన్‌ క్యాచ్‌ ఇచ్చి పంత్‌ (5) పెవిలియన్‌ బాట పట్టాడు.
",0
8906,"ఇక రాహుల్‌ తివాతియా(5) కూడా ఎక్కువ సేపు క్రీజులో నిలవలేదు.
",0
8907,"బ్యాట్‌ ఎడ్జికి తగిలిన బంతి గాలిలోకి లేచి నబీ చేతిలో పడింది.
",0
8908,"కోలిన్‌ ఇన్‌గ్రామ్‌ కూడా తక్కువ స్కోరుకే పెవిలియన్‌ బాట పట్టాడు.
",0
8909,"ఇన్నింగ్స్‌ను మరమ్మతులు చేసే బాధ్యత చేపట్టిన కెప్టెన్‌ శ్రేయస్‌ అయ్యర్‌ అడపా, దడపా షాట్లు కొడుతూ స్కోరును ముందు తీసుకెళ్లే ప్రయత్నం చేశాడు.
",0
8910,"అయితే స్పిన్నర్‌ రషీద్‌ ఖాన్‌ బౌలింగ్‌లో బౌల్డ్‌ అయ్యాడు.
",0
8911,"41 బంతుల్లో 43 పరుగులు చేసిన అయ్యర్‌, 3 ఫోర్లు, 1 సిక్స్‌ కొట్టాడు.
",0
8912,"కాస్తో, కూస్తో షాట్లతో స్కోరు పెంచుదామనుకున్న క్రిస్‌ మోరిస్‌ (17, 15 బంతులు 1×4, 1×6) భారీషాట్‌కు యత్నించి నబీ చేతికి చిక్కాడు.
",0
8913,"చివర్లో అక్షర్‌ పటేల్‌ మెరుపులు మెరిపించడంతో ఢిల్లీ 129 పరుగులు చేయగలిగింది.
",0
8914,"రైజర్స్‌ బౌలింగ్‌లో భువీ, నబీ, కౌల్‌లకు చెరో 2 వికెట్లు దక్కగా, రషీద్‌ ఖాన్‌, సందీప్‌ శర్మలకు చెరో వికెట్‌ దక్కింది.
",0
8915,"ఎదురుదాడ.
",0
8916,"139 పరుగుల స్వల్ప లక్ష్యాన్ని ఛేదించేందుకు రంగంలో దిగిన రైజర్స్‌ ఎదురుదాడి ప్రారంభించారు.
",0
8917,"కీపర్‌, ఓపెనర్‌ బెయిర్‌స్టో(48, 28 బంతులు, 9×4, 1×6) విధ్వంసమే సృష్టించాడు.
",0
8918,"అనంతరం రాహుల్‌ తీవాతియా బౌలింగ్‌లో ఎల్‌బీడబ్ల్యూగా వెనుదిరిగాడు.
",0
8919,"అనంతరం వార్నర్‌ (10) కూడా వెంటనే పెవిలియన్‌ బాట పట్టాడు.
",0
8920,"మనీష్‌ పాండే (10) కూడా ఎంతోసేపు క్రీజులో నిలవలేదు.
",0
8921,"విజరుశంకర్‌ (16) కూడా తక్కువ స్కోరుకే ఔటయ్యాడు.
",0
8922,"దీపక్‌ హుడా (10) కూడా వెంటనే వెనుదిరిగాడు.
",0
8923,"చివర్లో యూసుఫ్‌ పఠాన్‌, నబీ కలిసి జట్టును విజయతీరాలకు చేర్చారు.
",0
8924,"ఢిల్లీ బౌలింగ్‌లో లిమిచానె, అక్షర్‌ పటేల్‌, రబాడా, తీవాతియా, ఇషాంత్‌ శర్మలకు ఒక్కో వికెట్‌ దక్కింది.
",0
8925,"బంగ్లాతో అంత వీజీ కాదు.
",0
8926,"నాటింగ్‌హామ్‌ : సంచలనాల జట్టుగా పేరున్న బంగ్లాదేశ్‌ ప్రపం చకప్‌లో తన ఉనికిని చాటుకుంటూ ముందుకు వెళ్తుంది.
",0
8927,"ఆడిన తొలి మ్యాచ్‌లోనే దక్షిణాఫ్రికా ఓడించిన బంగ్లా, సోమవారం జరిగిన మ్యాచ్‌లో భారీ హిట్టర్లు ఉన్న వెస్టిండీస్‌కు గట్ట షాకే ఇచ్చింది.
",0
8928,"322 పరుగుల లక్ష్యాన్ని 41 ఓవర్లలోనే ఛేదించి తనను తక్కువగా చూడవద్దంటూ మిగతా జట్లకు హెచ్చరికలు జారీ చేసింది.
",0
8929,"అదే జోరులో నేడు టోర్నీ ఫేవరెట్‌ ఆస్ట్రేలియాను ఢ కొనేందుకు సిద్ధమైంది.
",0
8930,"ఆసీస్‌ను ఎదుర్కోవడం బంగ్లాదేశ్‌కు అంత సులువు కాదు.
",0
8931,"అయితే టాపార్డర్‌ ఫామ్‌లో ఉండడం బంగ్లాదేశ్‌కు కలిసి వచ్చే అంశం.
",0
8932,"ముఖ్యంగా కెరీర్‌లోనే అత్యుత్తమ ఫామ్‌లో ఉన్న షకీబుల్‌ హసన్‌ ఆసీస్‌కు సవాల్‌ విసురనున్నాడు.
",0
8933,"మిడిలార్డర్‌లో లంటన్‌ దాస్‌ విండీస్‌పై రాణించడం మిడిలార్డర్‌ కాస్త బలంగా మారింది.
",0
8934,"అయితే బంగ్లాదేశ్‌ బౌలింగ్‌ విభాగంలో తేలిపోతోంది.
",0
8935,"సీమర్లు ప్రభావం చూపలేక పోతున్నారు.
",0
8936,"వార్నర్‌, ఫించ్‌, స్మిత్‌, మాక్స్‌వెల్‌ వంటి భారీ హిట్టర్లను నిలువరించాలంటే బంగ్లా శ్రమించాల్సిందే.
",0
8937,"మరో వైపు ఆసీస్‌ 8 పాయింట్లతో పట్టికలో ఇంగ్లండ్‌తో సమానంగా రెండో స్థానంలో ఉంది.
",0
8938,"వార్నర్‌, ఫించ్‌ల భీకర ఫామ్‌ తోపాటుగా మిడిలార్డర్‌ సైతం ఆసీస్‌ గెలుపులో ముఖ్య భూమిక పోషిస్తుంది.
",0
8939,"గాయంతో దూరంగా ఉన్న స్టోయినిస్‌ జట్టులో చేరే అవకాశం ఉంది.
",0
8940,"స్టార్‌ నేతృత్వంలో రాణిస్తున్న బౌలర్లు బంగ్లా బ్యాట్స్‌మెన్‌కు పరీక్ష పెట్టనున్నారు.
",0
8941,"సెమీస్‌లో స్థానం కోసం గట్ట ప్రయత్నం చేస్తున్న బంగ్లా పటిష్ట ఆసీస్‌ను ఎలా ఎదుర్కోనుందో చూడాలి.
",0
8942,"ఆఫ్ఘన్‌ ప్రపంచకప్‌ జట్టు….
",0
8943,"న్యూఢిల్లీ: అంచలంచలుగా ఎదుగుతూ ఇటీవలే టెస్టు హోదా దక్కించుకుని, ప్రపంచ కప్‌ క్వాలిఫయర్స్‌ టోర్నీలో మేటి జట్టు వెస్టిండీస్‌కు షాక్‌ ఇచ్చి టోర్నీ విజేతగా నిలిచిన జట్టు ఆఫ్ఘనిస్థాన్‌.
",0
8944,"ఇప్పుడు ప్రపంచకప్‌లో పెద్ద జట్లను ఢ కొట్టేందుకు సిద్ధమఅవుతోంది.
",0
8945,"ఆఫ్ఘన్‌ క్రికెట్‌ బోర్డు ప్రపంచకప్‌ జట్టును ప్రకటించింది.
",0
8946,"ఇటీవలే కెప్టెన్సీ బాధ్యతల నుంచి తప్పించిన అస్గర్‌ను కూడా జట్టులో చేర్చింది.
",0
8947,"ఐపీఎల్‌లో సన్‌రైజర్స్‌ తరపున రషీద్‌ ఖాన్‌, మహ్మద్‌ నబీ, పంజాబ్‌ జట్టులో ముజీబ్‌ వారి జట్లలో కీలక ఆటగాళ్లగా ఎదిగిన విషయం తెలిసిందే.
",0
8948,"ఆఫ్ఘనిస్థాన్‌ ప్రపంచకప్‌లో తొలి మ్యాచ్‌ను జూన్‌ 1న డిఫెండింగ్‌ చాంపియన్‌ ఆస్ట్రేలియాతో ఆడనుంది.
",0
8949,"జట్టు వివరాలు : గులాబ్‌దిన్‌ నైబ్‌(కెప్టెన్‌), మహ్మద్‌ షహజాద్‌, నూర్‌ అలీ, హజ్రతుల్లా జజారు, రహ్మత్‌ షా, ఆస్టర్‌ ఆఫ్ఘన్‌, షాహిదీ, నజిబుల్లా జాద్రాన్‌, షిన్‌వారీ, మహ్మద్‌ నబీ, రషీద్‌ ఖాన్‌, దవ్లత్‌ జద్రాన్‌, ఆలమ్‌, హమీద్‌ హసన్‌, ముజీబ్‌ ఉర్‌ రెహ్మాన్‌.
",0
8950,"వన్డే, టీ20లకు గేల్‌ దూరం.
",0
8951,"ఆంటిగ్వా: టీమిండియాతో వన్డే, టీ 20 సిరీస్‌లకు సంబంధించి ఎంపిక చేసిన వెస్టిండీస్‌ జట్టులో క్రిస్‌ గేల్‌కు చోటు దక్కలేదు.
",0
